adsh,cik,countryinc,filed,form,fy,name,period,Assets,EarningsPerShareBasic,Liabilities,NetIncomeLoss,StockholdersEquity,WeightedAverageNumberOfSharesOutstandingBasic,ticker,sector,stock_price,next_period,next_period_price
0001171843-15-006369,1376321,US,2015-11-16,10-Q,2015.0,"CHINANET ONLINE HOLDINGS, INC.",2015-09-30,41275000.0,,9439000.0,-2081000.0,31612000.0,26913463.0,CNET,TECHNOLOGY,2.075,2015-12-31,2.075
0001171843-15-006549,796505,US,2015-11-25,10-K,2015.0,"CLEARFIELD, INC.",2015-09-30,57627617.0,,6348487.0,,51279130.0,,CLFD,PUBLIC UTILITIES,13.43,2015-12-31,13.41
0001173514-15-000097,1173514,US,2015-10-28,10-Q,2015.0,"HYSTER-YALE MATERIALS HANDLING, INC.",2015-09-30,1111200000.0,1.28,652800000.0,20900000.0,456600000.0,16319000.0,HY,CAPITAL GOODS,57.83,2015-12-31,52.45
0001174947-15-001660,1023860,US,2015-11-13,10-Q,2015.0,STEWARDSHIP FINANCIAL CORP,2015-09-30,707649000.0,0.15,660631000.0,1000000.0,47018000.0,6091627.0,SSFN,FINANCE,5.85,2015-12-31,6.03
0001175535-15-000045,1175535,US,2015-11-06,10-Q,2015.0,WHITESTONE REIT,2015-09-30,783628000.0,0.05,533173000.0,1570000.0,246254000.0,26476000.0,WSR,CONSUMER SERVICES,11.53,2015-12-31,12.01
0001179060-15-000031,1179060,US,2015-11-04,10-Q,2015.0,"ENLINK MIDSTREAM PARTNERS, LP",2015-09-30,8768000000.0,-2.32,,-754900000.0,,327900000.0,ENLK,PUBLIC UTILITIES,15.76,2015-12-31,16.58
0001179929-15-000166,1179929,US,2015-10-29,10-Q,2015.0,MOLINA HEALTHCARE INC,2015-09-30,5915031000.0,0.84,4397022000.0,46299000.0,1518009000.0,54803000.0,MOH,HEALTH CARE,68.85,2015-12-31,60.13
0001185185-15-002792,1418121,US,2015-11-05,10-Q,2015.0,"APPLE HOSPITALITY REIT, INC.",2015-09-30,3758493000.0,,1044771000.0,46968000.0,2713722000.0,,APLE,CONSUMER SERVICES,18.57,2015-12-31,19.97
0001185185-15-003009,884144,US,2015-11-16,10-Q,2015.0,ASURE SOFTWARE INC,2015-09-30,33641000.0,-0.09,,-574000.0,4422000.0,6290000.0,ASUR,TECHNOLOGY,5.62,2015-12-31,4.51
0001185185-15-003126,1418133,US,2015-11-23,10-Q,2015.0,"BIOSTAR PHARMACEUTICALS, INC.",2015-09-30,78467623.0,-0.08,,-1254753.0,67948990.0,15476113.0,BSPM,HEALTH CARE,4.9,2015-12-31,2.8
0001193125-15-350093,100517,US,2015-10-22,10-Q,2015.0,"UNITED CONTINENTAL HOLDINGS, INC.",2015-09-30,41869000000.0,12.83,,4816000000.0,8555000000.0,375000000.0,UAL,TRANSPORTATION,53.05,2015-12-31,57.3
0001193125-15-351327,1420302,US,2015-10-23,10-Q,2015.0,"LOGMEIN, INC.",2015-09-30,367162000.0,0.22,177406000.0,5563000.0,189756000.0,24954935.0,LOGM,TECHNOLOGY,68.16,2015-12-31,67.1
0001193125-15-353958,1581164,US,2015-10-27,10-Q,2015.0,"EXTENDED STAY AMERICA, INC.",2015-09-30,4561780000.0,0.18,3121089000.0,,,204281000.0,STAY,CONSUMER SERVICES,16.78,2015-12-31,15.9
0001193125-15-356288,1434588,US,2015-10-28,10-Q,2015.0,"GRAND CANYON EDUCATION, INC.",2015-09-30,912611000.0,0.72,332974000.0,33342000.0,579637000.0,46063000.0,LOPE,CONSUMER SERVICES,37.99,2015-12-31,40.12
0001193125-15-357035,7431,US,2015-10-29,10-Q,2015.0,ARMSTRONG WORLD INDUSTRIES INC,2015-09-30,2694400000.0,0.57,,31800000.0,783200000.0,55500000.0,AWI,CONSUMER NON-DURABLES,47.74,2015-12-31,45.73
0001193125-15-357363,868780,US,2015-10-29,10-Q,2015.0,"DORMAN PRODUCTS, INC.",2015-09-30,639305000.0,0.73,,26060000.0,526069000.0,35514000.0,DORM,CAPITAL GOODS,50.89,2015-12-31,47.47
0001193125-15-357422,1103982,US,2015-10-29,10-Q,2015.0,"MONDELEZ INTERNATIONAL, INC.",2015-09-30,66390000000.0,4.52,36438000000.0,7266000000.0,29868000000.0,1609.0,MDLZ,CONSUMER NON-DURABLES,41.87,2015-12-31,44.84
0001193125-15-358117,1333274,US,2015-10-29,10-Q,2015.0,MERCER INTERNATIONAL INC.,2015-09-30,1272417000.0,0.37,879456000.0,23760000.0,392961000.0,64423896.0,MERC,BASIC INDUSTRIES,10.03,2015-12-31,9.05
0001193125-15-358171,1297989,US,2015-10-29,10-Q,2015.0,"EXLSERVICE HOLDINGS, INC.",2015-09-30,619938000.0,0.46,172530000.0,15162000.0,447408000.0,33307312.0,EXLS,MISCELLANEOUS,36.93,2015-12-31,44.93
0001193125-15-359576,1100441,US,2015-10-30,10-Q,2015.0,"RTI SURGICAL, INC.",2015-09-30,381216000.0,0.05,147489000.0,3502000.0,178294000.0,57701810.0,RTIX,HEALTH CARE,5.68,2015-12-31,3.97
0001193125-15-360348,1519401,US,2015-10-30,10-Q,2015.0,REGIONAL MANAGEMENT CORP.,2015-09-30,588966000.0,0.51,391371000.0,6507000.0,197595000.0,12881000.0,RM,FINANCE,15.5,2015-12-31,15.47
0001193125-15-360384,1519751,US,2015-10-30,10-Q,2015.0,"FORTUNE BRANDS HOME & SECURITY, INC.",2015-09-30,5082200000.0,0.67,2677900000.0,107500000.0,2401600000.0,160000000.0,FBHS,BASIC INDUSTRIES,47.47,2015-12-31,55.5
0001193125-15-360386,1276520,US,2015-10-30,10-Q,2015.0,GENWORTH FINANCIAL INC,2015-09-30,108222000000.0,-0.57,92806000000.0,-284000000.0,13579000000.0,497400000.0,GNW,FINANCE,4.62,2015-12-31,3.73
0001193125-15-362281,1107421,US,2015-11-02,10-Q,2015.0,ZIOPHARM ONCOLOGY INC,2015-09-30,173361000.0,,79520000.0,-18170000.0,93841000.0,,ZIOP,HEALTH CARE,9.01,2015-12-31,8.31
0001193125-15-362326,1385292,US,2015-11-02,10-Q,2015.0,MONOTYPE IMAGING HOLDINGS INC.,2015-09-30,390161000.0,0.2,,8039000.0,301620000.0,38770626.0,TYPE,TECHNOLOGY,21.82,2015-12-31,23.64
0001193125-15-363673,1494319,US,2015-11-03,10-Q,2015.0,UNIVAR INC.,2015-09-30,5820100000.0,0.09,,12100000.0,853100000.0,137585461.0,UNVR,CONSUMER DURABLES,18.15,2015-12-31,17.01
0001193125-15-363847,1163165,US,2015-11-03,10-Q,2015.0,CONOCOPHILLIPS,2015-09-30,105949000000.0,-0.87,61394000000.0,-1071000000.0,44210000000.0,1242125.0,COP,ENERGY,47.96,2015-12-31,46.69
0001193125-15-364032,1621563,US,2015-11-03,10-Q,2015.0,"SUMMIT MATERIALS, INC.",2015-09-30,2330241000.0,0.39,1608048000.0,14711000.0,603132000.0,,SUM,BASIC INDUSTRIES,18.511,2015-12-31,19.763
0001193125-15-364189,944148,US,2015-11-03,10-Q,2015.0,"CBIZ, INC.",2015-09-30,952007000.0,0.2,506450000.0,10200000.0,445557000.0,51736000.0,CBZ,MISCELLANEOUS,9.82,2015-12-31,9.86
0001193125-15-364226,1320854,US,2015-11-03,10-Q,2015.0,"FREIGHTCAR AMERICA, INC.",2015-09-30,428401000.0,1.2,206801000.0,14827000.0,,12241211.0,RAIL,CAPITAL GOODS,17.16,2015-12-31,19.43
0001193125-15-364403,1488613,US,2015-11-03,10-Q,2015.0,"FOUNDATION MEDICINE, INC.",2015-09-30,315008000.0,,41534000.0,-20596000.0,273474000.0,,FMI,HEALTH CARE,18.45,2015-12-31,21.06
0001193125-15-365125,1569187,US,2015-11-04,10-Q,2015.0,"ARMADA HOFFLER PROPERTIES, INC.",2015-09-30,694093000.0,,508444000.0,2688000.0,10092000.0,25958000.0,AHH,FINANCE,9.77,2015-12-31,10.48
0001193125-15-365182,1347178,US,2015-11-04,10-Q,2015.0,VANDA PHARMACEUTICALS INC.,2015-09-30,220544000.0,,74607000.0,-9461000.0,145937000.0,,VNDA,HEALTH CARE,11.28,2015-12-31,9.31
0001193125-15-365534,1054905,US,2015-11-04,10-Q,2015.0,INNOSPEC INC.,2015-09-30,1016800000.0,1.48,428600000.0,35600000.0,587800000.0,24121000.0,IOSP,BASIC INDUSTRIES,46.51,2015-12-31,54.31
0001193125-15-365955,1275014,US,2015-11-04,10-Q,2015.0,"ULTRA CLEAN HOLDINGS, INC.",2015-09-30,356106000.0,0.05,141267000.0,1676000.0,214839000.0,31993000.0,UCTT,TECHNOLOGY,5.74,2015-12-31,5.12
0001193125-15-366073,1400810,US,2015-11-04,10-Q,2015.0,"HCI GROUP, INC.",2015-09-30,702862000.0,0.72,473722000.0,7371000.0,229140000.0,9635000.0,HCI,FINANCE,38.77,2015-12-31,34.85
0001193125-15-366112,1630132,US,2015-11-04,10-Q,2015.0,"BOJANGLES', INC.",2015-09-30,562575000.0,0.25,404468000.0,8910000.0,158107000.0,35951000.0,BOJA,CONSUMER SERVICES,16.9,2015-12-31,15.87
0001193125-15-366114,1520697,US,2015-11-04,10-Q,2015.0,"ACADIA HEALTHCARE COMPANY, INC.",2015-09-30,4145239000.0,0.42,2465987000.0,29550000.0,1670552000.0,70664000.0,ACHC,HEALTH CARE,66.27,2015-12-31,62.46
0001193125-15-366242,1486957,US,2015-11-04,10-Q,2015.0,"BWX TECHNOLOGIES, INC.",2015-09-30,1410722000.0,0.97,,103870000.0,317638000.0,106962168.0,BWXT,ENERGY,26.36,2015-12-31,31.77
0001193125-15-366280,1290900,US,2015-11-04,10-Q,2015.0,"COMMERCIAL VEHICLE GROUP, INC.",2015-09-30,473810000.0,,408187000.0,2554000.0,65623000.0,29149000.0,CVGI,CAPITAL GOODS,4.03,2015-12-31,2.76
0001193125-15-366322,1521036,US,2015-11-04,10-Q,2015.0,"LANTHEUS HOLDINGS, INC.",2015-09-30,236132000.0,,426277000.0,,-190145000.0,30359516.0,LNTH,HEALTH CARE,4.3,2015-12-31,3.38
0001193125-15-366645,1561894,US,2015-11-05,10-Q,2015.0,"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.",2015-09-30,1207565000.0,0.06,866185000.0,2119000.0,,31221982.0,HASI,CONSUMER SERVICES,17.22,2015-12-31,18.92
0001193125-15-367248,917523,US,2015-11-05,10-Q,2015.0,"REVOLUTION LIGHTING TECHNOLOGIES, INC.",2015-09-30,171750000.0,,71193000.0,-285000.0,100557000.0,,RVLT,CONSUMER DURABLES,9.5,2015-12-31,8.0
0001193125-15-367340,1590877,US,2015-11-05,10-Q,2015.0,REGENXBIO INC.,2015-09-30,227314000.0,,5506000.0,-7332000.0,221808000.0,,RGNX,HEALTH CARE,22.03,2015-12-31,16.6
0001193125-15-367564,935036,US,2015-11-05,10-Q,2015.0,"ACI WORLDWIDE, INC.",2015-09-30,1744664000.0,0.13,1145760000.0,14780000.0,598904000.0,117922000.0,ACIW,TECHNOLOGY,21.12,2015-12-31,21.4
0001193125-15-367661,1537054,US,2015-11-05,10-Q,2015.0,GOGO INC.,2015-09-30,1007842000.0,,912657000.0,-28870000.0,95185000.0,,GOGO,CONSUMER SERVICES,15.28,2015-12-31,17.8
0001193125-15-367662,1040829,US,2015-11-05,10-Q,2015.0,"RYMAN HOSPITALITY PROPERTIES, INC.",2015-09-30,2381316000.0,0.52,,26691000.0,373394000.0,51283000.0,RHP,CONSUMER SERVICES,49.23,2015-12-31,51.64
0001193125-15-368134,1113148,US,2015-11-05,10-Q,2015.0,"INFINITY PHARMACEUTICALS, INC.",2015-09-30,333226000.0,0.85,199615000.0,42544000.0,133611000.0,49188443.0,INFI,HEALTH CARE,8.45,2015-12-31,7.85
0001193125-15-368169,896262,US,2015-11-05,10-Q,2015.0,AMEDISYS INC,2015-09-30,666436000.0,0.25,272462000.0,8440000.0,393131000.0,33128000.0,AMED,HEALTH CARE,37.97,2015-12-31,39.32
0001193125-15-368240,1320695,US,2015-11-05,10-Q,2015.0,"TREEHOUSE FOODS, INC.",2015-09-30,3843722000.0,0.66,2024848000.0,28441000.0,1818874000.0,43168000.0,THS,CONSUMER NON-DURABLES,77.79,2015-12-31,78.46
0001193125-15-368384,761648,US,2015-11-05,10-Q,2015.0,"CEDAR REALTY TRUST, INC.",2015-09-30,1287604000.0,,692991000.0,6192000.0,593001000.0,,CDR,CONSUMER SERVICES,6.21,2015-12-31,7.08
0001193125-15-368428,35527,US,2015-11-05,10-Q,2015.0,FIFTH THIRD BANCORP,2015-09-30,141918000000.0,0.46,126060000000.0,381000000.0,15826000000.0,795792825.0,FITB,FINANCE,18.91,2015-12-31,20.1
0001193125-15-368502,1617640,US,2015-11-05,10-Q,2015.0,"ZILLOW GROUP, INC.",2015-09-30,3162449000.0,,489008000.0,-26049000.0,2673441000.0,,Z,MISCELLANEOUS,27.0,2015-12-31,23.48
0001193125-15-368556,1564902,US,2015-11-06,10-Q,2015.0,"SEAWORLD ENTERTAINMENT, INC.",2015-09-30,2475398000.0,1.14,1934693000.0,97950000.0,540705000.0,86006000.0,SEAS,CONSUMER SERVICES,17.81,2015-12-31,19.69
0001193125-15-368796,906709,US,2015-11-06,10-Q,2015.0,NEKTAR THERAPEUTICS,2015-09-30,449246000.0,-0.06,410193000.0,-8203000.0,39053000.0,132631000.0,NKTR,HEALTH CARE,10.96,2015-12-31,16.85
0001193125-15-369118,861838,US,2015-11-06,10-Q,2015.0,"IDERA PHARMACEUTICALS, INC.",2015-09-30,99084000.0,,6426000.0,-11365000.0,92658000.0,,IDRA,HEALTH CARE,26.8,2015-12-31,24.72
0001193125-15-369230,1580905,US,2015-11-06,10-Q,2015.0,"INSTALLED BUILDING PRODUCTS, INC.",2015-09-30,347205000.0,0.3,242593000.0,9481000.0,104612000.0,31237275.0,IBP,BASIC INDUSTRIES,25.28,2015-12-31,24.83
0001193125-15-369234,1262104,US,2015-11-06,10-Q,2016.0,"MEI PHARMA, INC.",2015-09-30,59068000.0,,,-4620000.0,55941000.0,,MEIP,HEALTH CARE,1.57,2015-12-31,1.6
0001193125-15-370112,1597553,US,2015-11-06,10-Q,2015.0,"SAGE THERAPEUTICS, INC.",2015-09-30,208410000.0,,10306000.0,-24035000.0,198104000.0,,SAGE,HEALTH CARE,42.32,2015-12-31,58.3
0001193125-15-370156,1522420,US,2015-11-06,10-Q,2015.0,"BSB BANCORP, INC.",2015-09-30,1692405000.0,0.22,1548834000.0,1868000.0,143571000.0,,BLMT,FINANCE,21.14,2015-12-31,23.39
0001193125-15-370168,944745,US,2015-11-06,10-Q,2015.0,"CIVISTA BANCSHARES, INC.",2015-09-30,1313331000.0,0.36,1189994000.0,3253000.0,123337000.0,7843578.0,CIVB,FINANCE,10.13,2015-12-31,12.83
0001193125-15-370203,1448056,US,2015-11-06,10-Q,2015.0,"NEW RELIC, INC.",2015-09-30,272115000.0,,69100000.0,-14819000.0,203015000.0,,NEWR,TECHNOLOGY,38.11,2015-12-31,36.43
0001193125-15-370228,1464423,US,2015-11-06,10-Q,2015.0,PENNYMAC MORTGAGE INVESTMENT TRUST,2015-09-30,5592231000.0,0.51,4077801000.0,38812000.0,1514430000.0,74681000.0,PMT,CONSUMER SERVICES,15.47,2015-12-31,15.26
0001193125-15-370319,1237746,US,2015-11-06,10-Q,2015.0,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",2015-09-30,1802317000.0,,1624298000.0,-15351000.0,,,EIGI,TECHNOLOGY,13.36,2015-12-31,10.93
0001193125-15-370437,1578732,US,2015-11-09,10-Q,2015.0,"MARCUS & MILLICHAP, INC.",2015-09-30,284229000.0,0.39,113877000.0,15176000.0,170352000.0,38890000.0,MMI,FINANCE,45.99,2015-12-31,29.14
0001193125-15-370445,1517228,US,2015-11-09,10-Q,2015.0,"COMMSCOPE HOLDING COMPANY, INC.",2015-09-30,7861206000.0,-0.42,6542731000.0,-80796000.0,1318475000.0,190269000.0,COMM,TECHNOLOGY,30.03,2015-12-31,25.89
0001193125-15-370954,1571498,US,2015-11-09,10-Q,2015.0,"EPIZYME, INC.",2015-09-30,237698000.0,,,-23065000.0,189554000.0,,EPZM,HEALTH CARE,12.86,2015-12-31,16.02
0001193125-15-370974,1503802,US,2015-11-09,10-Q,2015.0,KARYOPHARM THERAPEUTICS INC.,2015-09-30,236971000.0,,16379000.0,-30373000.0,220592000.0,,KPTI,HEALTH CARE,10.53,2015-12-31,13.25
0001193125-15-371308,1436425,US,2015-11-09,10-Q,2015.0,"HOME BANCORP, INC.",2015-09-30,1557910482.0,0.43,1395624376.0,2899409.0,162286106.0,6743000.0,HBCP,FINANCE,25.79,2015-12-31,25.98
0001193125-15-371318,1094831,US,2015-11-09,10-Q,2015.0,"BGC PARTNERS, INC.",2015-09-30,4117846000.0,0.15,3081326000.0,38371000.0,527768000.0,252354000.0,BGCP,FINANCE,8.22,2015-12-31,9.81
0001193125-15-371686,880631,US,2015-11-09,10-Q,2015.0,"WISDOMTREE INVESTMENTS, INC.",2015-09-30,292416000.0,0.17,47202000.0,23288000.0,245214000.0,136582000.0,WETF,FINANCE,16.13,2015-12-31,15.68
0001193125-15-371693,1476651,US,2015-11-09,10-Q,2015.0,"FCB FINANCIAL HOLDINGS, INC.",2015-09-30,6888689000.0,0.51,6032811000.0,,855878000.0,41381482.0,FCB,FINANCE,32.62,2015-12-31,35.79
0001193125-15-371705,1380509,US,2015-11-09,10-Q,2015.0,"HFF, INC.",2015-09-30,454016000.0,0.51,276092000.0,,177924000.0,38001399.0,HF,CONSUMER SERVICES,33.76,2015-12-31,31.07
0001193125-15-371797,1378946,US,2015-11-09,10-Q,2015.0,"PEOPLE'S UNITED FINANCIAL, INC.",2015-09-30,37477700000.0,0.23,32746900000.0,68400000.0,4730800000.0,301000000.0,PBCT,FINANCE,15.73,2015-12-31,16.15
0001193125-15-371921,1600125,US,2015-11-09,10-Q,2015.0,"MERIDIAN BANCORP, INC.",2015-09-30,3375848000.0,0.11,2792749000.0,5742000.0,583099000.0,51940055.0,EBSB,FINANCE,13.67,2015-12-31,14.1
0001193125-15-371935,1369568,US,2015-11-09,10-Q,2015.0,"CATALYST PHARMACEUTICALS, INC.",2015-09-30,64562756.0,,3913031.0,-4449038.0,60649725.0,,CPRX,HEALTH CARE,3.0,2015-12-31,2.45
0001193125-15-371973,1340652,US,2015-11-09,10-Q,2015.0,"CHEMOCENTRYX, INC.",2015-09-30,87194000.0,,5697000.0,-11647000.0,81497000.0,,CCXI,HEALTH CARE,6.05,2015-12-31,8.1
0001193125-15-371986,1162112,US,2015-11-09,10-Q,2015.0,"RIGNET, INC.",2015-09-30,275461000.0,-0.62,141084000.0,-10944000.0,134296000.0,17567000.0,RNET,CONSUMER SERVICES,25.5,2015-12-31,20.69
0001193125-15-372086,1410172,US,2015-11-09,10-Q,2015.0,"RUBICON TECHNOLOGY, INC.",2015-09-30,128953000.0,-1.84,4565000.0,-48196000.0,124388000.0,26160308.0,RBCN,TECHNOLOGY,10.3,2015-12-31,11.4
0001193125-15-372121,1136869,US,2015-11-09,10-Q,2015.0,"ZIMMER BIOMET HOLDINGS, INC.",2015-09-30,26689100000.0,0.11,16695800000.0,22200000.0,9991600000.0,203500000.0,ZBH,HEALTH CARE,93.93,2015-12-31,102.59
0001193125-15-372144,1346830,US,2015-11-09,10-Q,2015.0,"CARA THERAPEUTICS, INC.",2015-09-30,117897000.0,,,-4787000.0,113863000.0,25545164.0,CARA,HEALTH CARE,14.29,2015-12-31,16.86
0001193125-15-373355,105319,US,2015-11-10,10-Q,2015.0,WEIGHT WATCHERS INTERNATIONAL INC,2015-09-30,1395152000.0,0.38,2732857000.0,21790000.0,-1342185000.0,57107000.0,WTW,CONSUMER SERVICES,6.38,2015-12-31,22.8
0001193125-15-373439,1493566,US,2015-11-10,10-Q,2015.0,"OTONOMY, INC.",2015-09-30,208484000.0,,8867000.0,-15965000.0,199617000.0,,OTIC,HEALTH CARE,17.81,2015-12-31,27.75
0001193125-15-373587,1600890,US,2015-11-10,10-Q,2015.0,"MELROSE BANCORP, INC.",2015-09-30,223583000.0,0.08,177673000.0,206000.0,45910000.0,2829579.0,MELR,FINANCE,14.309,2015-12-31,15.28
0001193125-15-374719,1574235,US,2015-11-12,10-Q,2015.0,"PULMATRIX, INC.",2015-09-30,47664000.0,,11758000.0,-4932000.0,35906000.0,,PULM,HEALTH CARE,4.91,2015-12-31,4.2
0001193125-15-375628,1271214,US,2015-11-12,10-Q,2015.0,"INTERSECT ENT, INC.",2015-09-30,148347000.0,,14778000.0,-9738000.0,133569000.0,,XENT,HEALTH CARE,23.4,2015-12-31,22.5
0001193125-15-375641,1437402,US,2015-11-12,10-Q,2015.0,"ARDELYX, INC.",2015-09-30,138066000.0,-0.7,12936000.0,-18126000.0,125130000.0,25930928.0,ARDX,HEALTH CARE,17.28,2015-12-31,18.12
0001193125-15-375663,1514743,US,2015-11-12,10-Q,2016.0,"IF BANCORP, INC.",2015-09-30,558019000.0,0.21,476880000.0,799000.0,81139000.0,3768045.0,IROQ,FINANCE,17.14,2015-12-31,18.5
0001193125-15-375689,1610532,US,2015-11-12,10-Q,2015.0,"HORTONWORKS, INC.",2015-09-30,224729000.0,,123841000.0,-44492000.0,100888000.0,,HDP,TECHNOLOGY,21.89,2015-12-31,21.9
0001193125-15-375735,1393020,US,2015-11-12,10-Q,2015.0,"INVUITY, INC.",2015-09-30,73677000.0,,21716000.0,-9138000.0,51961000.0,13305057.0,IVTY,HEALTH CARE,14.02,2015-12-31,8.82
0001193125-15-376069,1560327,US,2015-11-13,10-Q,2015.0,"RAPID7, INC.",2015-09-30,186538000.0,-0.79,134080000.0,-11825000.0,52458000.0,33020484.0,RPD,TECHNOLOGY,22.75,2015-12-31,15.13
0001193125-15-376508,1588972,US,2015-11-13,10-Q,2015.0,"RECRO PHARMA, INC.",2015-09-30,134510000.0,,106134000.0,-2152000.0,28376000.0,,REPH,HEALTH CARE,12.03,2015-12-31,9.0
0001193125-15-376541,1462120,US,2015-11-13,10-Q,2015.0,"LIVE OAK BANCSHARES, INC.",2015-09-30,1012766000.0,0.09,818670000.0,,194062000.0,32824587.0,LOB,FINANCE,19.64,2015-12-31,14.2
0001193125-15-376648,1341235,US,2015-11-13,10-Q,2015.0,"ALDEYRA THERAPEUTICS, INC.",2015-09-30,31350399.0,-0.35,2655036.0,-3365687.0,28695363.0,9712521.0,ALDX,HEALTH CARE,5.83,2015-12-31,6.78
0001193125-15-376787,1592058,US,2015-11-13,10-Q,2015.0,PARTY CITY HOLDCO INC.,2015-09-30,3585435000.0,-0.37,2756844000.0,-44489000.0,828591000.0,119253707.0,PRTY,CONSUMER SERVICES,15.97,2015-12-31,12.91
0001193125-15-376834,1583648,US,2015-11-13,10-Q,2015.0,"PIERIS PHARMACEUTICALS, INC.",2015-09-30,36200507.0,,2549732.0,-3922252.0,33650775.0,,PIRS,HEALTH CARE,1.83,2015-12-31,2.29
0001193125-15-377065,1374690,US,2015-11-13,10-Q,2015.0,"ZAFGEN, INC.",2015-09-30,207447000.0,,17746000.0,-19884000.0,189701000.0,,ZFGN,HEALTH CARE,31.95,2015-12-31,6.29
0001193125-15-377139,1217234,US,2015-11-13,10-Q,2015.0,"CAREDX, INC.",2015-09-30,59342000.0,-0.29,25439000.0,-3489000.0,33903000.0,11890057.0,CDNA,HEALTH CARE,4.17,2015-12-31,6.4
0001193125-15-378398,1624794,US,2015-11-16,10-Q,2015.0,"CSW INDUSTRIALS, INC.",2015-09-30,393595000.0,0.83,140732000.0,12962000.0,252863000.0,15583000.0,CSWI,BASIC INDUSTRIES,30.0,2015-12-31,37.67
0001193125-15-378430,1551739,US,2015-11-16,10-Q,2015.0,"HAMILTON BANCORP, INC.",2015-09-30,363886591.0,-0.06,302914381.0,-201085.0,60972210.0,3166309.0,HBK,FINANCE,14.0,2015-12-31,14.26
0001193125-15-378579,1299969,US,2015-11-16,10-Q,2015.0,"COMSTOCK HOLDING COMPANIES, INC.",2015-09-30,59552000.0,-0.33,57033000.0,1091000.0,-3644000.0,3284000.0,CHCI,CAPITAL GOODS,3.54,2015-12-31,1.46
0001193125-15-378583,1408278,US,2015-11-17,10-Q,2015.0,"SYNACOR, INC.",2015-09-30,85482000.0,-0.03,39258000.0,-931000.0,46224000.0,27924939.0,SYNC,TECHNOLOGY,1.35,2015-12-31,1.75
0001193125-15-402516,1382230,US,2015-12-14,10-K,2015.0,"ESSA BANCORP, INC.",2015-09-30,1606544000.0,0.22,1435264000.0,2306000.0,171280000.0,10426195.0,ESSA,FINANCE,12.96,2015-12-31,13.68
0001193805-15-001842,885462,US,2015-11-10,10-Q,2015.0,"GULF RESOURCES, INC.",2015-09-30,367239885.0,0.23,28907785.0,10679422.0,338332100.0,46007120.0,GURE,BASIC INDUSTRIES,1.41,2015-12-31,1.82
0001206264-15-000092,1206264,US,2015-11-05,10-Q,2015.0,"TEMPUR SEALY INTERNATIONAL, INC.",2015-09-30,2739400000.0,0.65,2425800000.0,40200000.0,,62100000.0,TPX,CONSUMER DURABLES,71.43,2015-12-31,70.46
0001206774-15-003405,752642,US,2015-11-04,10-Q,2015.0,"UMH PROPERTIES, INC.",2015-09-30,551135266.0,-0.03,346519639.0,1047245.0,204615627.0,26388589.0,UMH,CONSUMER SERVICES,9.3,2015-12-31,10.12
0001210708-15-000029,1210708,US,2015-10-30,10-Q,2015.0,"HUDSON GLOBAL, INC.",2015-09-30,128418000.0,,64353000.0,-2084000.0,64065000.0,34687000.0,HSON,TECHNOLOGY,2.49,2015-12-31,2.92
0001212545-15-000211,1212545,US,2015-10-30,10-Q,2015.0,WESTERN ALLIANCE BANCORPORATION,2015-09-30,13955570000.0,0.59,12371872000.0,59134000.0,1583698000.0,100776000.0,WAL,FINANCE,30.71,2015-12-31,35.86
0001213900-15-008346,1528356,US,2015-11-09,10-Q,2015.0,GENIE ENERGY LTD.,2015-09-30,150229000.0,0.11,34134000.0,2845000.0,126117000.0,22146000.0,GNE,PUBLIC UTILITIES,8.23,2015-12-31,11.15
0001213900-15-008392,1131312,US,2015-11-10,10-Q,2015.0,ZION OIL & GAS INC,2015-09-30,10884000.0,,2564000.0,-2003000.0,8320000.0,,ZN,ENERGY,1.43,2015-12-31,1.86
0001213900-15-008442,812796,US,2015-11-12,10-Q,2015.0,"SOLIGENIX, INC.",2015-09-30,6355286.0,0.1,,2774348.0,-466219.0,26482402.0,SNGX,HEALTH CARE,10.7,2015-12-31,11.3
0001213900-15-008490,767405,US,2015-11-12,10-Q,2015.0,"SB FINANCIAL GROUP, INC.",2015-09-30,719237000.0,0.41,638912000.0,2264000.0,80325000.0,4884000.0,SBFG,FINANCE,10.27,2015-12-31,11.14
0001213900-15-008598,943184,US,2015-11-13,10-Q,2015.0,"EVER-GLORY INTERNATIONAL GROUP, INC.",2015-09-30,227277223.0,,149432697.0,2724609.0,77810194.0,,EVK,CONSUMER NON-DURABLES,2.5,2015-12-31,2.4
0001213900-15-009025,1437557,US,2015-11-23,10-Q,2015.0,"LILIS ENERGY, INC.",2015-09-30,2504963.0,,16619323.0,-19435185.0,-15672313.0,,LLEX,ENERGY,6.1,2015-12-31,2.0
0001213900-15-009115,1157817,US,2015-11-25,10-K,2015.0,"SITO MOBILE, LTD.",2015-09-30,18598680.0,,13284984.0,,5313696.0,,SITO,MISCELLANEOUS,4.0,2015-12-31,2.08
0001214659-15-007817,1546296,US,2015-11-16,10-Q,2015.0,"PROFESSIONAL DIVERSITY NETWORK, INC.",2015-09-30,45780004.0,,19397472.0,-29657447.0,26382532.0,,IPDN,TECHNOLOGY,5.92,2015-12-31,4.0
