adsh,cik,name,ticker,sector,period,stock_price,next_period,next_period_price,beta,assets,earnings_per_share_basic,liabilities,net_income_loss,stockholders_equity,weighted_shares_outstanding_basic
0001354488-16-007329,738214,"AEMETIS, INC",AMTX,BASIC INDUSTRIES,2016-03-31,2.04,2016-06-30,2.28,1.8342865709937128,80533000.0,-0.26,,-5113000.0,-39968000.0,19648.0
0001357204-16-000075,1357204,"DUNKIN' BRANDS GROUP, INC.",DNKN,CONSUMER SERVICES,2016-03-31,47.17,2016-06-30,43.62,0.6548721612510152,3093934000.0,0.41,,37154000.0,-234592000.0,91684844.0
0001357615-16-000358,1357615,"KBR, INC.",KBR,BASIC INDUSTRIES,2016-03-31,15.48,2016-06-30,13.24,1.3853338883867292,3370000000.0,0.3,2262000000.0,42000000.0,1125000000.0,142000000.0
0001358831-16-000040,1358831,LEGACY RESERVES LP,LGCY,ENERGY,2016-03-31,0.98,2016-06-30,1.62,1.8770404091041304,1521738000.0,,1594480000.0,105329000.0,,68964000.0
0001359841-16-000357,1359841,HANESBRANDS INC.,HBI,CONSUMER SERVICES,2016-03-31,28.34,2016-06-30,25.13,1.51523943377589,5822061000.0,0.21,4870020000.0,80269000.0,952041000.0,386598000.0
0001360604-16-000085,1360604,"HEALTHCARE TRUST OF AMERICA, INC.",HTA,CONSUMER SERVICES,2016-03-31,29.42,2016-06-30,32.34,0.5374463278809707,3310519000.0,0.08,1837039000.0,9860000.0,1444113000.0,129336000.0
0001365555-16-000271,1365555,"AMTRUST FINANCIAL SERVICES, INC.",AFSI,FINANCE,2016-03-31,25.88,2016-06-30,24.5,1.111091196912417,18355721000.0,0.57,15030822000.0,109048000.0,3143255000.0,175585000.0
0001366340-16-000050,1366340,"FINJAN HOLDINGS, INC.",FNJN,MISCELLANEOUS,2016-03-31,0.91,2016-06-30,1.82,0.8249497440826374,8109000.0,,2788000.0,,,
0001368265-16-000022,1368265,CLEAN ENERGY FUELS CORP.,CLNE,PUBLIC UTILITIES,2016-03-31,2.93,2016-06-30,3.47,1.7004079615646337,980646000.0,0.03,619433000.0,,335119000.0,97178768.0
0001374535-16-000194,1374535,ALTRA INDUSTRIAL MOTION CORP.,AIMC,CAPITAL GOODS,2016-03-31,27.78,2016-06-30,26.98,0.9880204248495305,635930000.0,0.34,,8810000.0,250571000.0,25740000.0
0001375151-16-000029,1375151,"ZOGENIX, INC.",ZGNX,HEALTH CARE,2016-03-31,9.24,2016-06-30,8.05,1.6025718457078322,286607000.0,-0.42,,-10389000.0,173859000.0,24772000.0
0001376474-16-000680,1317945,"OMEGA FLEX, INC.",OFLX,CAPITAL GOODS,2016-03-31,34.78,2016-06-30,38.04,0.5791885460201556,55293000.0,,11574000.0,2643000.0,43411000.0,
0001380846-16-000039,1380846,"TRISTATE CAPITAL HOLDINGS, INC.",TSC,FINANCE,2016-03-31,12.6,2016-06-30,13.73,0.9185845113189716,3399871000.0,0.21,3069629000.0,5843000.0,330242000.0,27679445.0
0001381197-16-000066,1381197,"INTERACTIVE BROKERS GROUP, INC.",IBKR,FINANCE,2016-03-31,39.32,2016-06-30,35.4,1.359099884459396,50186000000.0,0.52,44523000000.0,,897000000.0,63985477.0
0001383312-16-000089,1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BR,MISCELLANEOUS,2016-03-31,59.31,2016-06-30,65.2,0.8706780020973328,2524000000.0,0.54,1621500000.0,63700000.0,902600000.0,118200000.0
0001387131-16-005435,1591890,"1347 PROPERTY INSURANCE HOLDINGS, INC.",PIH,FINANCE,2016-03-31,5.94,2016-06-30,6.39,0.35091795360439343,83833000.0,-0.18,37390000.0,-1115000.0,46443000.0,6111079.0
0001387131-16-005495,1288855,"OPTIMUMBANK HOLDINGS, INC.",OPHC,FINANCE,2016-03-31,4.67,2016-06-30,,-0.2936912254060341,126594000.0,-0.29,123534000.0,-276000.0,3060000.0,
0001390844-16-000022,1390844,WABCO HOLDINGS INC.,WBC,CAPITAL GOODS,2016-03-31,106.92,2016-06-30,91.57,1.3878427979868246,2742600000.0,-0.24,1946900000.0,-13400000.0,743200000.0,56485052.0
0001391127-16-000214,1391127,"LIMELIGHT NETWORKS, INC.",LLNW,MISCELLANEOUS,2016-03-31,1.81,2016-06-30,1.49,1.456111424039349,233724000.0,,37979000.0,-5946000.0,195745000.0,
0001392972-16-000161,1392972,"PROS HOLDINGS, INC.",PRO,TECHNOLOGY,2016-03-31,11.79,2016-06-30,17.43,2.3011463660505003,250383000.0,-0.68,213628000.0,-20477000.0,36755000.0,30226000.0
0001393066-16-000020,1393066,RESOLUTE FOREST PRODUCTS INC.,RFP,BASIC INDUSTRIES,2016-03-31,5.51,2016-06-30,5.29,1.0938423786471525,4289000000.0,-0.09,2343000000.0,-8000000.0,1932000000.0,89600000.0
0001393311-16-000050,1393311,PUBLIC STORAGE,PSA,CONSUMER SERVICES,2016-03-31,275.83,2016-06-30,255.59,0.7581036384926844,10064347000.0,1.4,986834000.0,315873000.0,9048766000.0,172977000.0
0001393612-16-000070,1393612,DISCOVER FINANCIAL SERVICES,DFS,FINANCE,2016-03-31,50.92,2016-06-30,53.59,1.0287897557402272,88093000000.0,1.35,76777000000.0,575000000.0,11316000000.0,417000000.0
0001393883-16-000063,1393883,"DHI GROUP, INC.",DHX,MISCELLANEOUS,2016-03-31,8.07,2016-06-30,6.23,0.7499784706664796,357348000.0,0.02,229729000.0,1111000.0,127619000.0,49451000.0
0001394074-16-000018,1394074,"SPECTRA ENERGY PARTNERS, LP",SEP,PUBLIC UTILITIES,2016-03-31,48.12,2016-06-30,47.18,1.1518616575780003,19382000000.0,,,298000000.0,,
0001394156-16-000064,1394156,"DIVERSIFIED RESTAURANT HOLDINGS, INC.",SAUC,CONSUMER SERVICES,2016-03-31,1.92,2016-06-30,1.52,1.3144134158706131,160556602.0,0.02,144466522.0,430405.0,16090080.0,26298034.0
0001396446-16-000196,1396446,"CYS INVESTMENTS, INC.",CYS,CONSUMER SERVICES,2016-03-31,8.14,2016-06-30,8.37,0.8225239558419652,13113328000.0,0.37,11405229000.0,61331000.0,1708099000.0,150776000.0
0001397911-16-000315,1397911,LPL FINANCIAL HOLDINGS INC.,LPLA,FINANCE,2016-03-31,24.8,2016-06-30,22.53,1.0365719690696087,4572372000.0,0.57,3849313000.0,50392000.0,723059000.0,88964000.0
0001398987-16-000224,1398987,REALOGY HOLDINGS CORP.,RLGY,FINANCE,2016-03-31,36.11,2016-06-30,29.02,1.3260785554873629,7400000000.0,-0.29,5047000000.0,-42000000.0,2350000000.0,146500000.0
0001400891-16-000059,1334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,CONSUMER SERVICES,2016-03-31,4.7,2016-06-30,6.22,2.296779958110097,5739384000.0,0.39,,140100000.0,-940420000.0,359915.0
0001401257-16-000157,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",FET,ENERGY,2016-03-31,13.2,2016-06-30,17.31,1.9531319688637518,1854569000.0,-0.25,612605000.0,-22943000.0,1241474000.0,90477000.0
0001401521-16-000172,1401521,UNITED INSURANCE HOLDINGS CORP.,UIHC,FINANCE,2016-03-31,19.21,2016-06-30,16.38,0.4858336156351163,740852000.0,0.14,495660000.0,2951000.0,245192000.0,21346701.0
0001403161-16-000022,1403161,VISA INC.,V,MISCELLANEOUS,2016-03-31,76.48,2016-06-30,74.17,1.243908658985522,54326000000.0,,25195000000.0,1707000000.0,,
0001403256-16-000225,1403256,OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC,OZM,FINANCE,2016-03-31,4.35,2016-06-30,3.8,2.6531828077995296,1255312000.0,-0.38,1438983000.0,-69356000.0,-459368000.0,182548852.0
0001403431-16-000058,1403431,"HERITAGE-CRYSTAL CLEAN, INC.",HCCI,BASIC INDUSTRIES,2016-03-31,9.94,2016-06-30,12.21,1.3574867242558175,299628000.0,-0.08,111028000.0,-1768000.0,187890000.0,22225000.0
0001403475-16-000071,1403475,BANK OF MARIN BANCORP,BMRC,FINANCE,2016-03-31,49.22,2016-06-30,48.37,0.4588869577227087,1943602000.0,0.93,1721956000.0,5646000.0,221646000.0,6048000.0
0001403528-16-000054,1403528,"OAKTREE CAPITAL GROUP, LLC",OAK,FINANCE,2016-03-31,49.33,2016-06-30,44.76,0.8967838716754025,6358814000.0,,4462864000.0,28078000.0,723390000.0,
0001404912-16-000012,1404912,KKR & CO. L.P.,KKR,FINANCE,2016-03-31,14.69,2016-06-30,12.34,1.456690212351934,34428583000.0,,19520258000.0,-329939000.0,,
0001405495-16-000061,1405495,"INTERDIGITAL, INC.",IDCC,MISCELLANEOUS,2016-03-31,55.65,2016-06-30,55.68,0.8083210392292773,1274661000.0,0.8,769493000.0,28071000.0,494712000.0,35045000.0
0001408534-16-000061,1408534,"FIRST GUARANTY BANCSHARES, INC.",FGBI,FINANCE,2016-03-31,14.091,2016-06-30,14.545,0.07266740306805679,1468997000.0,0.41,1345694000.0,3151000.0,123303000.0,7609194.0
0001409375-16-000039,1409375,"ORION ENERGY SYSTEMS, INC.",OESX,CONSUMER DURABLES,2016-03-31,1.39,2016-06-30,1.16,1.1778436364548708,70875000.0,-0.39,24892000.0,-10870000.0,45983000.0,27759000.0
0001411342-16-000133,1411342,ELLINGTON FINANCIAL LLC,EFC,FINANCE,2016-03-31,17.42,2016-06-30,17.13,0.8137838371137049,2902895000.0,-0.69,2207973000.0,-23200000.0,689344000.0,
0001412665-16-000149,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",MOFG,FINANCE,2016-03-31,27.45,2016-06-30,28.56,0.7581258618624453,2964218000.0,0.49,2662441000.0,5544000.0,301777000.0,11416993.0
0001415301-16-000025,1415301,"DEL FRISCO'S RESTAURANT GROUP, INC.",DFRG,CONSUMER SERVICES,2016-03-31,16.58,2016-06-30,14.32,0.7765651902095851,337942000.0,0.23,104039000.0,5411000.0,233903000.0,23315077.0
0001415889-16-005790,1109196,"MABVAX THERAPEUTICS HOLDINGS, INC.",MBVX,HEALTH CARE,2016-03-31,16.0,2016-06-30,12.222000000000001,0.5315365187709632,13686414.0,,,-4404770.0,5239220.0,
0001415889-16-005811,1412486,"COCRYSTAL PHARMA, INC.",COCP,HEALTH CARE,2016-03-31,20.7,2016-06-30,14.4,1.4036596336410858,225168000.0,-0.01,55825000.0,-4012000.0,169343000.0,696149.0
0001415889-16-005876,1569329,"YOUNGEVITY INTERNATIONAL, INC.",YGYI,CONSUMER SERVICES,2016-03-31,5.6,2016-06-30,6.2,0.4846143476208644,64895000.0,0.0,45909000.0,151000.0,18986000.0,392595949.0
0001415889-16-006331,1411685,"VISTAGEN THERAPEUTICS, INC.",VTGN,HEALTH CARE,2016-03-31,8.75,2016-06-30,3.9,-0.12762089924117978,989800.0,,3967000.0,-8502000.0,-2977200.0,
0001420811-16-000151,1420811,"ON DECK CAPITAL, INC.",ONDK,FINANCE,2016-03-31,7.79,2016-06-30,5.15,2.0954367083899386,828848000.0,,506104000.0,,316471000.0,
0001423902-16-000054,1423902,"WESTERN GAS EQUITY PARTNERS, LP",WGP,PUBLIC UTILITIES,2016-03-31,35.64,2016-06-30,38.25,2.5921522218381328,7365683000.0,,3640578000.0,81816000.0,,
0001425292-16-000108,1425292,"CVR PARTNERS, LP",UAN,BASIC INDUSTRIES,2016-03-31,8.36,2016-06-30,8.17,1.6943291401343965,529222000.0,0.25,,18042000.0,,73128000.0
0001426945-16-000021,1426945,"ECHO GLOBAL LOGISTICS, INC.",ECHO,TRANSPORTATION,2016-03-31,27.16,2016-06-30,22.42,0.9785878704215271,742758214.0,0.01,362099952.0,262611.0,380658262.0,29072061.0
0001434621-16-000067,1434621,"LENDINGTREE, INC.",TREE,FINANCE,2016-03-31,97.78,2016-06-30,88.33,2.784167259637083,268286000.0,0.48,59697000.0,,208589000.0,11931000.0
0001437106-16-000193,1437106,"ASCENT CAPITAL GROUP, INC.",ASCMA,CONSUMER SERVICES,2016-03-31,14.81,2016-06-30,15.39,1.8262681402350547,2185054000.0,,1893988000.0,-23220000.0,291066000.0,
0001437578-16-000072,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BFAM,MISCELLANEOUS,2016-03-31,64.78,2016-06-30,66.31,0.8825250148609389,2143991000.0,0.41,1415923000.0,24727000.0,728068000.0,
0001437749-16-030712,1168455,PLUMAS BANCORP,PLBC,FINANCE,2016-03-31,8.81,2016-06-30,9.01,0.16792297621875632,595322000.0,0.32,550341000.0,1573000.0,44981000.0,4842000.0
0001437749-16-030828,1516479,"INSYS THERAPEUTICS, INC.",INSY,HEALTH CARE,2016-03-31,15.99,2016-06-30,12.94,0.9321577025372644,325022000.0,0.03,75027000.0,2434000.0,249995000.0,71592089.0
0001437749-16-030911,1172358,"DORCHESTER MINERALS, L.P.",DMLP,ENERGY,2016-03-31,11.39,2016-06-30,14.42,1.1605914339941477,68946000.0,,616000.0,1498000.0,,
0001437749-16-030956,1547459,"NATURAL GROCERS BY VITAMIN COTTAGE, INC.",NGVC,CONSUMER SERVICES,2016-03-31,21.27,2016-06-30,13.05,-0.032700055773438284,258488000.0,0.16,135249000.0,,123239000.0,22499378.0
0001437749-16-030974,1632127,"CABLE ONE, INC.",CABO,CONSUMER SERVICES,2016-03-31,437.13,2016-06-30,511.41,0.437779759214668,1377664000.0,4.67,955486000.0,27044000.0,422178000.0,5796252.0
0001437749-16-030989,1421517,"ENERGY RECOVERY, INC.",ERII,TECHNOLOGY,2016-03-31,10.34,2016-06-30,8.89,1.6868257652948555,144705000.0,,84469000.0,-1966000.0,60236000.0,
0001437749-16-031013,1532961,"NV5 GLOBAL, INC.",NVEE,CONSUMER SERVICES,2016-03-31,26.83,2016-06-30,28.44,1.5603899369777634,113955000.0,0.27,29467000.0,2055000.0,84488000.0,7731025.0
0001437749-16-031019,1296445,"ORMAT TECHNOLOGIES, INC.",ORA,PUBLIC UTILITIES,2016-03-31,41.24,2016-06-30,43.76,0.8776364998520636,2260134000.0,0.6,1161801000.0,29271000.0,1005655000.0,49173000.0
0001437749-16-031022,835324,"STOCK YARDS BANCORP, INC.",SYBT,FINANCE,2016-03-31,25.686999999999998,2016-06-30,28.23,0.7270768083477583,2824107000.0,0.66,2527784000.0,,296323000.0,14836000.0
0001437749-16-031114,1362004,"ICF INTERNATIONAL, INC.",ICFI,CONSUMER SERVICES,2016-03-31,34.37,2016-06-30,40.9,1.0500074067151528,1102165000.0,0.51,573937000.0,9687000.0,528228000.0,18994000.0
0001437749-16-031272,861842,CATHAY GENERAL BANCORP,CATY,FINANCE,2016-03-31,28.33,2016-06-30,28.2,1.1161417599195336,13262019000.0,0.58,11527346000.0,46163000.0,1734673000.0,79734519.0
0001437749-16-031373,842023,BIO-TECHNE CORP,TECH,HEALTH CARE,2016-03-31,94.52,2016-06-30,112.77,0.761840252939728,1121924000.0,0.81,,30291000.0,852962000.0,37196000.0
0001437749-16-031419,1071255,"GOLDEN ENTERTAINMENT, INC.",GDEN,CONSUMER SERVICES,2016-03-31,10.84,2016-06-30,11.69,0.2304734810498917,400619000.0,0.1,186100000.0,2239000.0,214519000.0,21960000.0
0001437749-16-031425,1337298,FUTUREFUEL CORP.,FF,BASIC INDUSTRIES,2016-03-31,11.79,2016-06-30,10.88,0.7915539969359541,495202000.0,0.24,92216000.0,10569000.0,402986000.0,43475630.0
0001437749-16-031650,1343034,TWO RIVER BANCORP,TRCB,FINANCE,2016-03-31,9.5,2016-06-30,10.86,0.3137561857356592,881857000.0,0.21,787244000.0,1693000.0,94613000.0,7918099.0
0001437749-16-031708,811212,CESCA THERAPEUTICS INC.,KOOL,CAPITAL GOODS,2016-03-31,3.88,2016-06-30,2.93,-1.2812830398448347,52379000.0,,16596000.0,-10873000.0,35783000.0,
0001437749-16-031856,1136174,"CATASYS, INC.",CATS,HEALTH CARE,2016-03-31,3.12,2016-06-30,3.9,-0.8455472207212178,2067000.0,,14908000.0,-4292000.0,-12841000.0,55008000.0
0001437749-16-031892,1587246,"CYPRESS ENERGY PARTNERS, L.P.",CELP,ENERGY,2016-03-31,8.23,2016-06-30,9.74,3.5225551321092383,183854000.0,,147817000.0,,,
0001437749-16-031993,1378590,"BRIDGELINE DIGITAL, INC.",BLIN,TECHNOLOGY,2016-03-31,4.2,2016-06-30,5.3,1.6978778327919664,17736000.0,,13612000.0,-1005000.0,4124000.0,5268000.0
0001437749-16-032031,1053691,DIFFUSION PHARMACEUTICALS INC.,DFFN,HEALTH CARE,2016-03-31,11.0,2016-06-30,8.0,0.2917911354957635,22910977.0,,6332299.0,-6223165.0,16578678.0,
0001437749-16-034628,1551739,"HAMILTON BANCORP, INC.",HBK,FINANCE,2016-03-31,13.31,2016-06-30,13.91,0.09970388147024543,392916555.0,,331371972.0,,61544583.0,
0001437786-16-000047,1437786,IMMUNE DESIGN CORP.,IMDZ,HEALTH CARE,2016-03-31,13.0,2016-06-30,8.16,2.761668901338832,105056000.0,,,-12294000.0,99054000.0,
0001439095-16-000048,1439095,MRC GLOBAL INC.,MRC,CAPITAL GOODS,2016-03-31,13.14,2016-06-30,14.21,1.8058932114615196,2434000000.0,-0.14,,-8000000.0,922000000.0,100700000.0
0001442145-16-000069,1442145,"VERISK ANALYTICS, INC.",VRSK,TECHNOLOGY,2016-03-31,79.92,2016-06-30,81.08,0.8353426268923421,5459147000.0,0.55,4168682000.0,92639000.0,1290465000.0,168453750.0
0001444363-16-000233,1444363,"GAIN CAPITAL HOLDINGS, INC.",GCAP,FINANCE,2016-03-31,6.56,2016-06-30,6.32,0.6970493169518319,1396907000.0,0.17,1078115000.0,8352000.0,307496000.0,48622816.0
0001444838-16-000068,910108,LEXINGTON REALTY TRUST,LXP,,2016-03-31,8.6,2016-06-30,10.11,1.0087483299667424,3826060000.0,0.21,2362514000.0,49769000.0,1440710000.0,232642803.0
0001449488-16-000106,1449488,CSI COMPRESSCO LP,CCLP,ENERGY,2016-03-31,5.76,2016-06-30,8.16,2.442085054804201,834100000.0,-3.11,620261000.0,,,
0001453814-16-000207,1453814,"MEDIDATA SOLUTIONS, INC.",MDSO,TECHNOLOGY,2016-03-31,38.71,2016-06-30,46.87,1.274431224257059,673926000.0,0.11,379573000.0,5848000.0,294353000.0,55119000.0
0001459200-16-000037,1459200,"ALARM.COM HOLDINGS, INC.",ALRM,TECHNOLOGY,2016-03-31,23.7,2016-06-30,25.63,1.1370294544864763,235868000.0,0.06,61420000.0,2738000.0,174448000.0,45526058.0
0001461755-16-000093,1461755,"ATLANTIC CAPITAL BANCSHARES, INC.",ACBI,FINANCE,2016-03-31,13.94,2016-06-30,14.46,0.3778994782387442,2726888000.0,0.12,2430873000.0,2931000.0,296015000.0,
0001462120-16-000025,1462120,"LIVE OAK BANCSHARES, INC.",LOB,FINANCE,2016-03-31,15.0,2016-06-30,14.11,0.8186911403591085,1268541000.0,0.14,1064108000.0,4691000.0,204408000.0,34176753.0
0001463101-16-000048,1463101,"ENPHASE ENERGY, INC.",ENPH,TECHNOLOGY,2016-03-31,2.33,2016-06-30,1.99,2.1673092683033057,158520000.0,,132960000.0,-18795000.0,25560000.0,46209000.0
0001469372-16-000026,1469372,MSG NETWORKS INC.,MSGN,CONSUMER SERVICES,2016-03-31,17.29,2016-06-30,15.34,0.88572543455725,799542000.0,0.6,1966620000.0,44670000.0,-1167078000.0,75037000.0
0001471265-16-000014,1471265,"NORTHWEST BANCSHARES, INC.",NWBI,FINANCE,2016-03-31,13.51,2016-06-30,14.83,0.7242930007220657,8916288000.0,0.18,7745700000.0,,1170588000.0,98889744.0
0001473078-16-000053,1473078,CHESAPEAKE LODGING TRUST,CHSP,CONSUMER SERVICES,2016-03-31,26.46,2016-06-30,23.25,1.1082319957252305,2083912000.0,,888715000.0,10070000.0,1195197000.0,58681525.0
0001474098-16-000101,1474098,PEBBLEBROOK HOTEL TRUST,PEB,CONSUMER SERVICES,2016-03-31,29.07,2016-06-30,26.25,1.247133800365948,3072013000.0,,1479706000.0,16579000.0,1589618000.0,71836815.0
0001474439-16-000162,1474439,"TELENAV, INC.",TNAV,CAPITAL GOODS,2016-03-31,5.9,2016-06-30,5.1,1.3371574111182185,218245000.0,,,-9838000.0,155924000.0,
0001474464-16-000039,1474464,"NEW YORK REIT, INC.",NYRT,CONSUMER SERVICES,2016-03-31,101.0,2016-06-30,92.5,0.6400696759547071,2019895000.0,0.0,954003000.0,487000.0,1038631000.0,163872612.0
0001479290-16-000039,1479290,"REVANCE THERAPEUTICS, INC.",RVNC,HEALTH CARE,2016-03-31,17.46,2016-06-30,13.6,1.713242635523208,259000000.0,-0.71,22148000.0,-19888000.0,236852000.0,28005611.0
0001482512-16-000172,1482512,"HUDSON PACIFIC PROPERTIES, INC.",HPP,FINANCE,2016-03-31,28.92,2016-06-30,29.18,1.0784267343904554,6039119000.0,,2337845000.0,2253000.0,1641749000.0,89190803.0
0001486159-16-000103,1486159,OASIS PETROLEUM INC.,OAS,ENERGY,2016-03-31,7.28,2016-06-30,9.34,4.251934074544288,5560268000.0,-0.4,3115819000.0,-64455000.0,2444449000.0,162922000.0
0001486957-16-000008,1486957,"BWX TECHNOLOGIES, INC.",BWXT,ENERGY,2016-03-31,33.56,2016-06-30,35.77,0.7272777794257258,1365712000.0,0.47,,48791000.0,267586000.0,104364141.0
0001487371-16-000272,1487371,"GENMARK DIAGNOSTICS, INC.",GNMK,HEALTH CARE,2016-03-31,5.27,2016-06-30,8.7,0.3273512229120881,61408000.0,,22688000.0,-12958000.0,38720000.0,
0001487730-16-000053,1487730,"SPECTRUM BRANDS HOLDINGS, INC.",SPB,MISCELLANEOUS,2016-03-31,85.988,2016-06-30,84.75299999999999,1.332513458146091,7263000000.0,1.27,5559500000.0,75200000.0,1659600000.0,59400000.0
0001487952-16-000082,1487952,"VISHAY PRECISION GROUP, INC.",VPG,CAPITAL GOODS,2016-03-31,14.01,2016-06-30,13.42,1.034735114555794,265181000.0,0.04,89990000.0,480000.0,174998000.0,13178000.0
0001488139-16-000103,1488139,"AMERESCO, INC.",AMRC,BASIC INDUSTRIES,2016-03-31,4.77,2016-06-30,4.37,1.634004662382614,670178000.0,0.02,,704000.0,,46742488.0
0001489096-16-000154,1489096,"THERMON GROUP HOLDINGS, INC.",THR,ENERGY,2016-03-31,17.56,2016-06-30,19.21,0.8429158029630257,468677000.0,0.1,169976000.0,3204000.0,294422000.0,
0001490281-16-000135,1490281,"GROUPON, INC.",GRPN,TECHNOLOGY,2016-03-31,3.99,2016-06-30,3.25,2.9794624179790117,1618680000.0,-0.08,1233009000.0,-49119000.0,384324000.0,582751678.0
0001492298-16-000072,1492298,"SABRA HEALTH CARE REIT, INC.",SBRA,CONSUMER SERVICES,2016-03-31,20.09,2016-06-30,20.64,1.2633819384049851,2434156000.0,-0.28,1426658000.0,-15711000.0,1007424000.0,65248203.0
0001493152-16-009496,937941,"PCM, INC.",PCMI,CONSUMER SERVICES,2016-03-31,8.02,2016-06-30,11.14,0.8285994353163357,595636000.0,0.01,486428000.0,156000.0,109208000.0,11871000.0
0001493152-16-009549,752642,"UMH PROPERTIES, INC.",UMH,CONSUMER SERVICES,2016-03-31,9.92,2016-06-30,11.25,0.6485471464995345,624039950.0,-0.03,374487550.0,1906469.0,249552400.0,27117889.0
0001493152-16-009558,1561387,"HEALTH INSURANCE INNOVATIONS, INC.",HIIQ,FINANCE,2016-03-31,6.11,2016-06-30,3.93,1.1313391552232923,110558000.0,0.12,39736000.0,905000.0,41351000.0,7563555.0
0001493152-16-009560,778164,"PACIFIC ETHANOL, INC.",PEIX,BASIC INDUSTRIES,2016-03-31,4.68,2016-06-30,5.45,2.08775938506349,643199000.0,,284615000.0,-13226000.0,358584000.0,
0001493152-16-009608,1172631,"SUNWORKS, INC.",SUNW,PUBLIC UTILITIES,2016-03-31,2.77,2016-06-30,2.33,1.7074826032638877,39901000.0,-0.02,15958000.0,-378000.0,23943000.0,18811871.0
0001493152-16-009683,1360214,"IMPRIMIS PHARMACEUTICALS, INC.",IMMY,HEALTH CARE,2016-03-31,3.97,2016-06-30,3.76,1.1734169019837446,25306000.0,,16522000.0,-4496000.0,8784000.0,
0001493152-16-009697,1506439,"SHARPSPRING, INC.",SHSP,TECHNOLOGY,2016-03-31,3.5,2016-06-30,5.23,0.3961670901072912,20320252.0,-0.1,,-710098.0,13008028.0,7252470.0
0001493152-16-009721,868278,"PROPHASE LABS, INC.",PRPH,HEALTH CARE,2016-03-31,1.4,2016-06-30,1.31,-0.17565779067476953,13325000.0,,,-1336000.0,7494000.0,17081.0
0001493152-16-009725,1135657,"ECO-STIM ENERGY SOLUTIONS, INC.",ESES,ENERGY,2016-03-31,2.55,2016-06-30,2.9,1.0976380830594656,57501910.0,,,-4864287.0,26079584.0,
0001493152-16-009931,1106838,"CHANTICLEER HOLDINGS, INC.",BURG,CONSUMER SERVICES,2016-03-31,0.81,2016-06-30,0.43,1.7955705070700398,41387666.0,-0.07,21018214.0,-1425364.0,,
0001493225-16-000159,1493225,"NORTHFIELD BANCORP, INC.",NFBK,FINANCE,2016-03-31,16.44,2016-06-30,14.83,0.5732690856258801,3672616000.0,0.08,3063881000.0,3660000.0,608735000.0,43919402.0
0001497645-16-000005,1497645,"SUMMIT HOTEL PROPERTIES, INC.",INN,CONSUMER SERVICES,2016-03-31,11.97,2016-06-30,13.24,1.2791209527385992,1637437000.0,,746635000.0,48485000.0,886649000.0,86360000.0
0001498710-16-000293,1498710,"SPIRIT AIRLINES, INC.",SAVE,TRANSPORTATION,2016-03-31,47.98,2016-06-30,44.87,1.5654540207873653,2763248000.0,0.87,,61920000.0,1277768000.0,71572000.0
0001499832-16-000100,1499832,"TOWNSQUARE MEDIA, INC.",TSQ,CONSUMER SERVICES,2016-03-31,11.21,2016-06-30,7.89,1.2303839645137715,1058336000.0,-0.08,696413000.0,-1461000.0,,17863000.0
0001500217-16-000170,1500217,"AMERICAN ASSETS TRUST, INC.",AAT,CONSUMER SERVICES,2016-03-31,39.92,2016-06-30,42.44,0.7215940806760869,1977826000.0,0.17,1157425000.0,7651000.0,793625000.0,45233873.0
0001500435-16-000090,1500435,"GOPRO, INC.",GPRO,MISCELLANEOUS,2016-03-31,11.96,2016-06-30,10.81,1.6800155510919672,928929000.0,-0.78,249534000.0,-107459000.0,679395000.0,137543000.0
0001501585-16-000044,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,CAPITAL GOODS,2016-03-31,136.94,2016-06-30,168.03,0.9109589642749532,5896000000.0,2.89,4375000000.0,136000000.0,,47000000.0
0001502292-16-000031,1502292,"CONIFER HOLDINGS, INC.",CNFR,FINANCE,2016-03-31,6.53,2016-06-30,6.94,0.6199317965786191,184024000.0,,107275000.0,-2028000.0,76749000.0,
0001504008-16-000064,1504008,"BANKUNITED, INC.",BKU,FINANCE,2016-03-31,34.44,2016-06-30,30.72,1.3580285592292778,24819488000.0,0.51,22555236000.0,54874000.0,2264252000.0,102774211.0
0001504461-16-000020,1504461,NGL ENERGY PARTNERS LP,NGL,ENERGY,2016-03-31,7.52,2016-06-30,19.32,3.24604089775006,5560155000.0,,,,,
0001506307-16-000083,1506307,"KINDER MORGAN, INC.",KMI,PUBLIC UTILITIES,2016-03-31,17.86,2016-06-30,18.72,2.7250263573652185,84229000000.0,,48683000000.0,315000000.0,35180000000.0,
0001509190-16-000076,1509190,"ARATANA THERAPEUTICS, INC.",PETX,HEALTH CARE,2016-03-31,5.52,2016-06-30,6.32,2.852915522705015,135994000.0,,49071000.0,-18067000.0,86923000.0,
0001509589-16-000078,1509589,"BONANZA CREEK ENERGY, INC.",BCEI,ENERGY,2016-03-31,177.425,2016-06-30,224.292,2.2070404409997813,1420847000.0,-0.96,1255902000.0,,164945000.0,49131000.0
